CIF,Account Name,Region,Age,Sex,CLV_Predicted,Lookalike_Score,Segment_Label
CIF01001087,Customer_1088,Amhara,18,M,127000.53,0.7994203182471421,High-CLV Active
CIF01000174,Customer_175,Dire Dawa,46,M,116993.81,0.7965854777891653,High-CLV Active
CIF01006791,Customer_6792,SNNPR,18,F,127087.27,0.7963824076586362,Dormant Risk
CIF01008976,Customer_8977,SNNPR,29,M,107350.97,0.7953527714651021,Champions
CIF01000711,Customer_712,Oromia,41,F,120207.86,0.7915378635421599,Dormant Risk
CIF01001205,Customer_1206,Tigray,61,F,117130.14,0.7913299050443993,Mid-Value Growth
CIF01006969,Customer_6970,SNNPR,42,M,104371.445,0.7912100133735516,Cross-Sell Ready
CIF01001086,Customer_1087,Addis Ababa,20,M,103728.44,0.7900983292585235,Cross-Sell Ready
CIF01004304,Customer_4305,Addis Ababa,35,M,115824.27,0.787867430430449,High-CLV Active
CIF01008640,Customer_8641,Addis Ababa,39,M,117406.05,0.7869415489687865,High-CLV Active
CIF01001781,Customer_1782,Addis Ababa,35,M,121102.695,0.7862555459376457,High-CLV Active
CIF01001206,Customer_1207,Addis Ababa,19,M,115655.336,0.7854325987349623,Cross-Sell Ready
CIF01009126,Customer_9127,Addis Ababa,50,M,142318.78,0.7844925326196247,Champions
CIF01007881,Customer_7882,Addis Ababa,52,F,107779.01,0.7844202690683257,Dormant Risk
CIF01009959,Customer_9960,Benishangul-Gumuz,37,M,104435.66,0.784224851866335,High-CLV Active
CIF01009040,Customer_9041,Addis Ababa,45,F,108407.555,0.7813059366696212,Mid-Value Growth
CIF01004269,Customer_4270,Tigray,26,F,117534.32,0.7795208654256114,Mid-Value Growth
CIF01003807,Customer_3808,SNNPR,20,F,103110.37,0.778035241173208,Mid-Value Growth
CIF01004583,Customer_4584,SNNPR,37,F,116821.96,0.7775927898011683,Mid-Value Growth
CIF01000923,Customer_924,Oromia,33,M,124312.516,0.776401679080976,High-CLV Active
CIF01002226,Customer_2227,Addis Ababa,25,M,106100.83,0.7763656095884883,Champions
CIF01000186,Customer_187,Amhara,27,M,123600.15,0.7761633654371723,High-CLV Active
CIF01005240,Customer_5241,Amhara,41,M,121998.016,0.774779821600924,High-CLV Active
CIF01009949,Customer_9950,Amhara,36,M,103642.38,0.7731554187162735,Cross-Sell Ready
CIF01004776,Customer_4777,Tigray,35,M,112700.734,0.7724374010987012,High-CLV Active
CIF01005001,Customer_5002,Sidama,47,F,120769.0,0.7722739596111513,Mid-Value Growth
CIF01007501,Customer_7502,SNNPR,31,M,127419.336,0.7721023629863603,High-CLV Active
CIF01001711,Customer_1712,Addis Ababa,21,F,112926.65,0.7717235483389977,Champions
CIF01008326,Customer_8327,Addis Ababa,52,F,223483.64,0.7711603651741814,Mid-Value Growth
CIF01006625,Customer_6626,Oromia,40,M,104727.234,0.7706801590658681,Champions
CIF01009491,Customer_9492,Tigray,39,F,122677.44,0.7685526869643217,Champions
CIF01004619,Customer_4620,Addis Ababa,39,F,118772.08,0.7670348638909321,Mid-Value Growth
CIF01008288,Customer_8289,Addis Ababa,37,F,115713.96,0.7646804645431619,Champions
CIF01000842,Customer_843,Addis Ababa,52,M,173386.44,0.763541647216299,High-CLV Active
CIF01003150,Customer_3151,Addis Ababa,21,M,91498.11,0.7618678424722098,Cross-Sell Ready
CIF01005619,Customer_5620,Amhara,46,F,111118.8,0.761195574398305,Mid-Value Growth
CIF01008160,Customer_8161,Oromia,23,M,115542.11,0.7604077100300558,Cross-Sell Ready
CIF01007280,Customer_7281,Addis Ababa,23,M,109152.734,0.7587102688791745,Cross-Sell Ready
CIF01003484,Customer_3485,Sidama,41,F,104352.41,0.7558238404181365,Champions
CIF01009875,Customer_9876,SNNPR,39,F,120871.23,0.7534624930709599,Mid-Value Growth
CIF01006306,Customer_6307,Amhara,28,M,112783.88,0.7519953402561617,High-CLV Active
CIF01007415,Customer_7416,Sidama,31,F,109200.42,0.7500236150269697,Mid-Value Growth
CIF01006144,Customer_6145,Addis Ababa,34,M,111657.33,0.7470643602366994,High-CLV Active
CIF01002107,Customer_2108,Sidama,35,F,116530.95,0.7460519867958052,Champions
CIF01009907,Customer_9908,Oromia,56,M,108135.72,0.743527608359458,Cross-Sell Ready
CIF01002258,Customer_2259,Addis Ababa,33,F,95670.75,0.7426386832194819,Dormant Risk
CIF01000433,Customer_434,SNNPR,47,M,116093.76,0.7424555016210675,High-CLV Active
CIF01000813,Customer_814,Amhara,33,F,131806.22,0.7415505431606345,Mid-Value Growth
CIF01002312,Customer_2313,Tigray,53,M,135991.08,0.7403868245128676,High-CLV Active
CIF01001532,Customer_1533,Addis Ababa,45,F,110228.76,0.7372640218457917,Mid-Value Growth
CIF01007934,Customer_7935,Addis Ababa,35,F,128737.45,0.7372462416447421,Champions
CIF01003215,Customer_3216,Tigray,35,M,120687.89,0.7368847300819984,Cross-Sell Ready
CIF01001119,Customer_1120,Amhara,50,M,110229.75,0.7364475633408365,Cross-Sell Ready
CIF01004262,Customer_4263,Amhara,47,F,129704.95,0.7363208731434053,Mid-Value Growth
CIF01009726,Customer_9727,Amhara,47,F,92874.87,0.7361249190661914,Dormant Risk
CIF01007381,Customer_7382,Afar,55,M,135035.08,0.7360808511536155,High-CLV Active
CIF01003106,Customer_3107,Oromia,21,M,116050.48,0.7351260617780466,High-CLV Active
CIF01007895,Customer_7896,Amhara,40,F,99584.305,0.73494414389094,Dormant Risk
CIF01005729,Customer_5730,Oromia,32,F,101854.016,0.7342299080869062,Dormant Risk
CIF01008249,Customer_8250,Addis Ababa,25,M,107634.85,0.7332319793687095,Cross-Sell Ready
CIF01002931,Customer_2932,Addis Ababa,49,F,108672.59,0.7331093616888468,Mid-Value Growth
CIF01008108,Customer_8109,Addis Ababa,33,F,97735.76,0.7323538812023452,Dormant Risk
CIF01005221,Customer_5222,Addis Ababa,38,F,106918.88,0.7286838108178432,Mid-Value Growth
CIF01009479,Customer_9480,Addis Ababa,33,M,109798.945,0.7264909868064291,Cross-Sell Ready
CIF01001569,Customer_1570,Oromia,45,F,107711.516,0.7258896797297285,Champions
CIF01002030,Customer_2031,Addis Ababa,39,M,110439.516,0.7221876944807415,Cross-Sell Ready
CIF01009038,Customer_9039,Addis Ababa,34,F,117205.01,0.7220002150603511,Dormant Risk
CIF01002982,Customer_2983,Addis Ababa,23,F,108258.84,0.7216184049814276,Mid-Value Growth
CIF01009802,Customer_9803,SNNPR,41,M,109926.57,0.7183115220715974,High-CLV Active
CIF01001025,Customer_1026,Oromia,38,F,104518.305,0.715961077109613,Dormant Risk
CIF01001844,Customer_1845,Addis Ababa,35,F,119324.695,0.7157275437677746,Mid-Value Growth
CIF01000262,Customer_263,Addis Ababa,21,M,109238.29,0.7149318950197755,High-CLV Active
CIF01005037,Customer_5038,Benishangul-Gumuz,33,F,109863.72,0.7139710503062692,Mid-Value Growth
CIF01008732,Customer_8733,Afar,48,M,126561.516,0.7111372142822828,High-CLV Active
CIF01005167,Customer_5168,Addis Ababa,43,F,134402.39,0.7098670338107961,Mid-Value Growth
CIF01009508,Customer_9509,SNNPR,41,F,110896.19,0.7093750800524867,Champions
CIF01002229,Customer_2230,Addis Ababa,28,F,109170.09,0.708914558359623,Mid-Value Growth
CIF01002424,Customer_2425,Addis Ababa,18,F,103409.99,0.708411853107797,Champions
CIF01009799,Customer_9800,Addis Ababa,22,F,109836.48,0.7075972644801138,Mid-Value Growth
CIF01001068,Customer_1069,Addis Ababa,32,M,114812.12,0.7070378318640664,Cross-Sell Ready
CIF01007342,Customer_7343,Harari,30,M,113289.09,0.7068430119030176,Cross-Sell Ready
CIF01007360,Customer_7361,Gambela,32,M,118709.72,0.7067107200001577,High-CLV Active
CIF01002991,Customer_2992,Oromia,20,F,103203.875,0.7062992290196849,Champions
CIF01006986,Customer_6987,Oromia,26,M,105092.63,0.7050675673301346,High-CLV Active
CIF01008538,Customer_8539,Addis Ababa,38,M,107987.766,0.7043116215871913,Cross-Sell Ready
CIF01006142,Customer_6143,Oromia,35,F,234173.69,0.7039064278681003,Mid-Value Growth
CIF01000963,Customer_964,Sidama,45,M,108502.48,0.7035098726937384,Cross-Sell Ready
CIF01007977,Customer_7978,Amhara,41,M,134413.69,0.7017735315777629,Cross-Sell Ready
