CIF,Account_Name,Current_Product,Segment,CLV_Tier,Churn_Risk,NBP_Rank,Recommended_Product,Confidence_Score
CIF01009470,Customer_9471,Ordinary Saving Account,High-CLV Active,Top-CLV,Critical Risk,1,Special Saving Account,0.10259
CIF01009470,Customer_9471,Ordinary Saving Account,High-CLV Active,Top-CLV,Critical Risk,2,Blatena Saving Account,0.07853
CIF01009470,Customer_9471,Ordinary Saving Account,High-CLV Active,Top-CLV,Critical Risk,3,Ahati Saving Account,0.06373
CIF01009471,Customer_9472,Blatena Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,1,Ordinary Saving Account,0.24929
CIF01009471,Customer_9472,Blatena Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,2,Special Saving Account,0.10285
CIF01009471,Customer_9472,Blatena Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,3,Werazut Saving Account,0.06837
CIF01009472,Customer_9473,Ahati Saving Account,High-CLV Active,Top-CLV,Low Risk,1,Ordinary Saving Account,0.2526
CIF01009472,Customer_9473,Ahati Saving Account,High-CLV Active,Top-CLV,Low Risk,2,Special Saving Account,0.10259
CIF01009472,Customer_9473,Ahati Saving Account,High-CLV Active,Top-CLV,Low Risk,3,Blatena Saving Account,0.07853
CIF01009473,Customer_9474,Ordinary Saving Account,Low Engagement,Mid-CLV,Critical Risk,1,Special Saving Account,0.10539
CIF01009473,Customer_9474,Ordinary Saving Account,Low Engagement,Mid-CLV,Critical Risk,2,Blatena Saving Account,0.07295
CIF01009473,Customer_9474,Ordinary Saving Account,Low Engagement,Mid-CLV,Critical Risk,3,Werazut Saving Account,0.07022
CIF01009474,Customer_9475,Ordinary Saving Account,Cross-Sell Ready,Mid-CLV,Critical Risk,1,Special Saving Account,0.10687
CIF01009474,Customer_9475,Ordinary Saving Account,Cross-Sell Ready,Mid-CLV,Critical Risk,2,Blatena Saving Account,0.07775
CIF01009474,Customer_9475,Ordinary Saving Account,Cross-Sell Ready,Mid-CLV,Critical Risk,3,Werazut Saving Account,0.0703
CIF01009475,Customer_9476,Ordinary Saving Account,Dormant Risk,High-CLV,Critical Risk,1,Special Saving Account,0.1016
CIF01009475,Customer_9476,Ordinary Saving Account,Dormant Risk,High-CLV,Critical Risk,2,Blatena Saving Account,0.08082
CIF01009475,Customer_9476,Ordinary Saving Account,Dormant Risk,High-CLV,Critical Risk,3,Werazut Saving Account,0.07216
CIF01009476,Customer_9477,Blatena Saving Account,High-CLV Active,High-CLV,Low Risk,1,Ordinary Saving Account,0.2515
CIF01009476,Customer_9477,Blatena Saving Account,High-CLV Active,High-CLV,Low Risk,2,Special Saving Account,0.09937
CIF01009476,Customer_9477,Blatena Saving Account,High-CLV Active,High-CLV,Low Risk,3,Werazut Saving Account,0.06694
CIF01009477,Customer_9478,Special Saving Account,Dormant Risk,High-CLV,Critical Risk,1,Ordinary Saving Account,0.24075
CIF01009477,Customer_9478,Special Saving Account,Dormant Risk,High-CLV,Critical Risk,2,Blatena Saving Account,0.08253
CIF01009477,Customer_9478,Special Saving Account,Dormant Risk,High-CLV,Critical Risk,3,Werazut Saving Account,0.07362
CIF01009478,Customer_9479,Hiruyan Saving Account,Low Engagement,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.24658
CIF01009478,Customer_9479,Hiruyan Saving Account,Low Engagement,Low-CLV,Critical Risk,2,Special Saving Account,0.10343
CIF01009478,Customer_9479,Hiruyan Saving Account,Low Engagement,Low-CLV,Critical Risk,3,Werazut Saving Account,0.07348
CIF01009479,Customer_9480,Blatena Saving Account,Cross-Sell Ready,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.25062
CIF01009479,Customer_9480,Blatena Saving Account,Cross-Sell Ready,Top-CLV,Critical Risk,2,Special Saving Account,0.10647
CIF01009479,Customer_9480,Blatena Saving Account,Cross-Sell Ready,Top-CLV,Critical Risk,3,Werazut Saving Account,0.06649
CIF01009480,Customer_9481,Dekemezmur Saving Account,Mid-Value Growth,High-CLV,Critical Risk,1,Ordinary Saving Account,0.25226
CIF01009480,Customer_9481,Dekemezmur Saving Account,Mid-Value Growth,High-CLV,Critical Risk,2,Special Saving Account,0.10218
CIF01009480,Customer_9481,Dekemezmur Saving Account,Mid-Value Growth,High-CLV,Critical Risk,3,Blatena Saving Account,0.07847
CIF01009481,Customer_9482,Special Saving Account,Mid-Value Growth,Low-CLV,Low Risk,1,Ordinary Saving Account,0.24624
CIF01009481,Customer_9482,Special Saving Account,Mid-Value Growth,Low-CLV,Low Risk,2,Blatena Saving Account,0.07623
CIF01009481,Customer_9482,Special Saving Account,Mid-Value Growth,Low-CLV,Low Risk,3,Werazut Saving Account,0.06984
CIF01009482,Customer_9483,Werazut Saving Account,Dormant Risk,High-CLV,Critical Risk,1,Ordinary Saving Account,0.24443
CIF01009482,Customer_9483,Werazut Saving Account,Dormant Risk,High-CLV,Critical Risk,2,Special Saving Account,0.09742
CIF01009482,Customer_9483,Werazut Saving Account,Dormant Risk,High-CLV,Critical Risk,3,Blatena Saving Account,0.08074
CIF01009483,Customer_9484,Washera Saving Account,Cross-Sell Ready,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.25461
CIF01009483,Customer_9484,Washera Saving Account,Cross-Sell Ready,Top-CLV,Critical Risk,2,Special Saving Account,0.10187
CIF01009483,Customer_9484,Washera Saving Account,Cross-Sell Ready,Top-CLV,Critical Risk,3,Blatena Saving Account,0.07669
CIF01009484,Customer_9485,Hiruyan Saving Account,Champions,Top-CLV,Low Risk,1,Ordinary Saving Account,0.25607
CIF01009484,Customer_9485,Hiruyan Saving Account,Champions,Top-CLV,Low Risk,2,Special Saving Account,0.10295
CIF01009484,Customer_9485,Hiruyan Saving Account,Champions,Top-CLV,Low Risk,3,Blatena Saving Account,0.07772
CIF01009485,Customer_9486,Special Saving Account,Champions,High-CLV,Critical Risk,1,Ordinary Saving Account,0.25098
CIF01009485,Customer_9486,Special Saving Account,Champions,High-CLV,Critical Risk,2,Blatena Saving Account,0.0802
CIF01009485,Customer_9486,Special Saving Account,Champions,High-CLV,Critical Risk,3,Werazut Saving Account,0.07063
CIF01009486,Customer_9487,Ahati Saving Account,High-CLV Active,Top-CLV,Low Risk,1,Ordinary Saving Account,0.2566
CIF01009486,Customer_9487,Ahati Saving Account,High-CLV Active,Top-CLV,Low Risk,2,Special Saving Account,0.09799
CIF01009486,Customer_9487,Ahati Saving Account,High-CLV Active,Top-CLV,Low Risk,3,Blatena Saving Account,0.07803
CIF01009487,Customer_9488,Ahati Saving Account,Dormant Risk,Mid-CLV,Critical Risk,1,Ordinary Saving Account,0.24723
CIF01009487,Customer_9488,Ahati Saving Account,Dormant Risk,Mid-CLV,Critical Risk,2,Special Saving Account,0.09798
CIF01009487,Customer_9488,Ahati Saving Account,Dormant Risk,Mid-CLV,Critical Risk,3,Blatena Saving Account,0.0785
CIF01009488,Customer_9489,Blatena Saving Account,High-CLV Active,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.2526
CIF01009488,Customer_9489,Blatena Saving Account,High-CLV Active,Top-CLV,Critical Risk,2,Special Saving Account,0.10259
CIF01009488,Customer_9489,Blatena Saving Account,High-CLV Active,Top-CLV,Critical Risk,3,Ahati Saving Account,0.06373
CIF01009489,Customer_9490,Ordinary Saving Account,High-CLV Active,High-CLV,Low Risk,1,Special Saving Account,0.0994
CIF01009489,Customer_9490,Ordinary Saving Account,High-CLV Active,High-CLV,Low Risk,2,Blatena Saving Account,0.07873
CIF01009489,Customer_9490,Ordinary Saving Account,High-CLV Active,High-CLV,Low Risk,3,Werazut Saving Account,0.06601
CIF01009490,Customer_9491,Janderebaw Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.25367
CIF01009490,Customer_9491,Janderebaw Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,2,Special Saving Account,0.10078
CIF01009490,Customer_9491,Janderebaw Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,3,Blatena Saving Account,0.07777
CIF01009491,Customer_9492,Equb Saving Account,Champions,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.25999
CIF01009491,Customer_9492,Equb Saving Account,Champions,Top-CLV,Critical Risk,2,Special Saving Account,0.10337
CIF01009491,Customer_9492,Equb Saving Account,Champions,Top-CLV,Critical Risk,3,Blatena Saving Account,0.07814
CIF01009492,Customer_9493,Washera Saving Account,Dormant Risk,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.24975
CIF01009492,Customer_9493,Washera Saving Account,Dormant Risk,Top-CLV,Critical Risk,2,Special Saving Account,0.09644
CIF01009492,Customer_9493,Washera Saving Account,Dormant Risk,Top-CLV,Critical Risk,3,Blatena Saving Account,0.08046
CIF01009493,Customer_9494,Dekemezmur Saving Account,Dormant Risk,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.2286
CIF01009493,Customer_9494,Dekemezmur Saving Account,Dormant Risk,Low-CLV,Critical Risk,2,Special Saving Account,0.09863
CIF01009493,Customer_9494,Dekemezmur Saving Account,Dormant Risk,Low-CLV,Critical Risk,3,Blatena Saving Account,0.0811
CIF01009494,Customer_9495,Couples Saving Deposit,Cross-Sell Ready,Mid-CLV,Critical Risk,1,Ordinary Saving Account,0.25601
CIF01009494,Customer_9495,Couples Saving Deposit,Cross-Sell Ready,Mid-CLV,Critical Risk,2,Special Saving Account,0.10384
CIF01009494,Customer_9495,Couples Saving Deposit,Cross-Sell Ready,Mid-CLV,Critical Risk,3,Blatena Saving Account,0.07515
CIF01009495,Customer_9496,Hiruyan Saving Account,Dormant Risk,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.23473
CIF01009495,Customer_9496,Hiruyan Saving Account,Dormant Risk,Low-CLV,Critical Risk,2,Special Saving Account,0.09558
CIF01009495,Customer_9496,Hiruyan Saving Account,Dormant Risk,Low-CLV,Critical Risk,3,Blatena Saving Account,0.08029
CIF01009496,Customer_9497,Dekemezmur Saving Account,Mid-Value Growth,Top-CLV,Low Risk,1,Ordinary Saving Account,0.25367
CIF01009496,Customer_9497,Dekemezmur Saving Account,Mid-Value Growth,Top-CLV,Low Risk,2,Special Saving Account,0.10078
CIF01009496,Customer_9497,Dekemezmur Saving Account,Mid-Value Growth,Top-CLV,Low Risk,3,Blatena Saving Account,0.07777
CIF01009497,Customer_9498,Agape Saving Account,High-CLV Active,High-CLV,Critical Risk,1,Ordinary Saving Account,0.2515
CIF01009497,Customer_9498,Agape Saving Account,High-CLV Active,High-CLV,Critical Risk,2,Special Saving Account,0.09937
CIF01009497,Customer_9498,Agape Saving Account,High-CLV Active,High-CLV,Critical Risk,3,Blatena Saving Account,0.08052
CIF01009498,Customer_9499,Washera Saving Account,Cross-Sell Ready,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.24719
CIF01009498,Customer_9499,Washera Saving Account,Cross-Sell Ready,Low-CLV,Critical Risk,2,Special Saving Account,0.10146
CIF01009498,Customer_9499,Washera Saving Account,Cross-Sell Ready,Low-CLV,Critical Risk,3,Blatena Saving Account,0.07515
CIF01009499,Customer_9500,Abew Saving Account,Mid-Value Growth,High-CLV,Low Risk,1,Ordinary Saving Account,0.25226
CIF01009499,Customer_9500,Abew Saving Account,Mid-Value Growth,High-CLV,Low Risk,2,Special Saving Account,0.10218
CIF01009499,Customer_9500,Abew Saving Account,Mid-Value Growth,High-CLV,Low Risk,3,Blatena Saving Account,0.07847
CIF01009500,Customer_9501,Asrat Bekurat Saving Account,Champions,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.25999
CIF01009500,Customer_9501,Asrat Bekurat Saving Account,Champions,Top-CLV,Critical Risk,2,Special Saving Account,0.10337
CIF01009500,Customer_9501,Asrat Bekurat Saving Account,Champions,Top-CLV,Critical Risk,3,Blatena Saving Account,0.07814
CIF01009501,Customer_9502,Asrat Bekurat Saving Account,Dormant Risk,High-CLV,Critical Risk,1,Ordinary Saving Account,0.24075
CIF01009501,Customer_9502,Asrat Bekurat Saving Account,Dormant Risk,High-CLV,Critical Risk,2,Special Saving Account,0.0974
CIF01009501,Customer_9502,Asrat Bekurat Saving Account,Dormant Risk,High-CLV,Critical Risk,3,Blatena Saving Account,0.08253
CIF01009502,Customer_9503,Special Saving Account,Low Engagement,High-CLV,Critical Risk,1,Ordinary Saving Account,0.2526
CIF01009502,Customer_9503,Special Saving Account,Low Engagement,High-CLV,Critical Risk,2,Blatena Saving Account,0.07561
CIF01009502,Customer_9503,Special Saving Account,Low Engagement,High-CLV,Critical Risk,3,Werazut Saving Account,0.07474
CIF01009503,Customer_9504,Dekemezmur Saving Account,Dormant Risk,High-CLV,Critical Risk,1,Ordinary Saving Account,0.24052
CIF01009503,Customer_9504,Dekemezmur Saving Account,Dormant Risk,High-CLV,Critical Risk,2,Special Saving Account,0.097
CIF01009503,Customer_9504,Dekemezmur Saving Account,Dormant Risk,High-CLV,Critical Risk,3,Blatena Saving Account,0.08032
CIF01009504,Customer_9505,Ordinary Saving Account,Mid-Value Growth,High-CLV,Critical Risk,1,Special Saving Account,0.10635
CIF01009504,Customer_9505,Ordinary Saving Account,Mid-Value Growth,High-CLV,Critical Risk,2,Blatena Saving Account,0.07855
CIF01009504,Customer_9505,Ordinary Saving Account,Mid-Value Growth,High-CLV,Critical Risk,3,Werazut Saving Account,0.07058
CIF01009505,Customer_9506,Sitota Saving Deposit,Mid-Value Growth,High-CLV,Critical Risk,1,Ordinary Saving Account,0.25226
CIF01009505,Customer_9506,Sitota Saving Deposit,Mid-Value Growth,High-CLV,Critical Risk,2,Special Saving Account,0.10218
CIF01009505,Customer_9506,Sitota Saving Deposit,Mid-Value Growth,High-CLV,Critical Risk,3,Blatena Saving Account,0.07847
CIF01009506,Customer_9507,Ordinary Saving Account,Dormant Risk,Top-CLV,Critical Risk,1,Special Saving Account,0.09644
CIF01009506,Customer_9507,Ordinary Saving Account,Dormant Risk,Top-CLV,Critical Risk,2,Blatena Saving Account,0.08046
CIF01009506,Customer_9507,Ordinary Saving Account,Dormant Risk,Top-CLV,Critical Risk,3,Werazut Saving Account,0.06961
CIF01009507,Customer_9508,Ordinary Saving Account,High-CLV Active,Top-CLV,Critical Risk,1,Special Saving Account,0.09799
CIF01009507,Customer_9508,Ordinary Saving Account,High-CLV Active,Top-CLV,Critical Risk,2,Blatena Saving Account,0.07803
CIF01009507,Customer_9508,Ordinary Saving Account,High-CLV Active,Top-CLV,Critical Risk,3,Ahati Saving Account,0.06621
CIF01009508,Customer_9509,Werazut Saving Account,Champions,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.25999
CIF01009508,Customer_9509,Werazut Saving Account,Champions,Top-CLV,Critical Risk,2,Special Saving Account,0.10337
CIF01009508,Customer_9509,Werazut Saving Account,Champions,Top-CLV,Critical Risk,3,Blatena Saving Account,0.07814
CIF01009509,Customer_9510,Werazut Saving Account,Mid-Value Growth,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.24233
CIF01009509,Customer_9510,Werazut Saving Account,Mid-Value Growth,Low-CLV,Critical Risk,2,Special Saving Account,0.09994
CIF01009509,Customer_9510,Werazut Saving Account,Mid-Value Growth,Low-CLV,Critical Risk,3,Blatena Saving Account,0.07581
CIF01009510,Customer_9511,Blatena Saving Account,Mid-Value Growth,High-CLV,Low Risk,1,Ordinary Saving Account,0.25226
CIF01009510,Customer_9511,Blatena Saving Account,Mid-Value Growth,High-CLV,Low Risk,2,Special Saving Account,0.10218
CIF01009510,Customer_9511,Blatena Saving Account,Mid-Value Growth,High-CLV,Low Risk,3,Werazut Saving Account,0.0711
CIF01009511,Customer_9512,Ordinary Saving Account,Dormant Risk,Mid-CLV,Critical Risk,1,Special Saving Account,0.09756
CIF01009511,Customer_9512,Ordinary Saving Account,Dormant Risk,Mid-CLV,Critical Risk,2,Blatena Saving Account,0.07808
CIF01009511,Customer_9512,Ordinary Saving Account,Dormant Risk,Mid-CLV,Critical Risk,3,Werazut Saving Account,0.06816
CIF01009512,Customer_9513,Equb Saving Account,Mid-Value Growth,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.23833
CIF01009512,Customer_9513,Equb Saving Account,Mid-Value Growth,Low-CLV,Critical Risk,2,Special Saving Account,0.10453
CIF01009512,Customer_9513,Equb Saving Account,Mid-Value Growth,Low-CLV,Critical Risk,3,Blatena Saving Account,0.07631
CIF01009513,Customer_9514,Ahati Saving Account,Mid-Value Growth,Mid-CLV,Low Risk,1,Ordinary Saving Account,0.24715
CIF01009513,Customer_9514,Ahati Saving Account,Mid-Value Growth,Mid-CLV,Low Risk,2,Special Saving Account,0.10691
CIF01009513,Customer_9514,Ahati Saving Account,Mid-Value Growth,Mid-CLV,Low Risk,3,Blatena Saving Account,0.07631
CIF01009514,Customer_9515,Washera Saving Account,Mid-Value Growth,Mid-CLV,Low Risk,1,Ordinary Saving Account,0.25138
CIF01009514,Customer_9515,Washera Saving Account,Mid-Value Growth,Mid-CLV,Low Risk,2,Special Saving Account,0.10271
CIF01009514,Customer_9515,Washera Saving Account,Mid-Value Growth,Mid-CLV,Low Risk,3,Blatena Saving Account,0.07802
CIF01009515,Customer_9516,Prime Customer Deposit Account,Dormant Risk,Mid-CLV,Critical Risk,1,Ordinary Saving Account,0.24723
CIF01009515,Customer_9516,Prime Customer Deposit Account,Dormant Risk,Mid-CLV,Critical Risk,2,Special Saving Account,0.09798
CIF01009515,Customer_9516,Prime Customer Deposit Account,Dormant Risk,Mid-CLV,Critical Risk,3,Blatena Saving Account,0.0785
CIF01009516,Customer_9517,Ahati Saving Account,Dormant Risk,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.23473
CIF01009516,Customer_9517,Ahati Saving Account,Dormant Risk,Low-CLV,Critical Risk,2,Special Saving Account,0.09558
CIF01009516,Customer_9517,Ahati Saving Account,Dormant Risk,Low-CLV,Critical Risk,3,Blatena Saving Account,0.08029
CIF01009517,Customer_9518,Werazut Saving Account,Cross-Sell Ready,Mid-CLV,Critical Risk,1,Ordinary Saving Account,0.2462
CIF01009517,Customer_9518,Werazut Saving Account,Cross-Sell Ready,Mid-CLV,Critical Risk,2,Special Saving Account,0.10687
CIF01009517,Customer_9518,Werazut Saving Account,Cross-Sell Ready,Mid-CLV,Critical Risk,3,Blatena Saving Account,0.07775
CIF01009518,Customer_9519,Blatena Saving Account,Low Engagement,Mid-CLV,Critical Risk,1,Ordinary Saving Account,0.24749
CIF01009518,Customer_9519,Blatena Saving Account,Low Engagement,Mid-CLV,Critical Risk,2,Special Saving Account,0.10999
CIF01009518,Customer_9519,Blatena Saving Account,Low Engagement,Mid-CLV,Critical Risk,3,Werazut Saving Account,0.07142
CIF01009519,Customer_9520,Sitota Saving Deposit,Mid-Value Growth,High-CLV,Low Risk,1,Ordinary Saving Account,0.24858
CIF01009519,Customer_9520,Sitota Saving Deposit,Mid-Value Growth,High-CLV,Low Risk,2,Special Saving Account,0.10215
CIF01009519,Customer_9520,Sitota Saving Deposit,Mid-Value Growth,High-CLV,Low Risk,3,Blatena Saving Account,0.08026
CIF01009520,Customer_9521,Special Saving Account,Cross-Sell Ready,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.25062
CIF01009520,Customer_9521,Special Saving Account,Cross-Sell Ready,Top-CLV,Critical Risk,2,Blatena Saving Account,0.07719
CIF01009520,Customer_9521,Special Saving Account,Cross-Sell Ready,Top-CLV,Critical Risk,3,Werazut Saving Account,0.06649
CIF01009521,Customer_9522,Prime Customer Deposit Account,High-CLV Active,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.25682
CIF01009521,Customer_9522,Prime Customer Deposit Account,High-CLV Active,Top-CLV,Critical Risk,2,Special Saving Account,0.09839
CIF01009521,Customer_9522,Prime Customer Deposit Account,High-CLV Active,Top-CLV,Critical Risk,3,Blatena Saving Account,0.08024
CIF01009522,Customer_9523,Sitota Saving Deposit,Cross-Sell Ready,High-CLV,Critical Risk,1,Ordinary Saving Account,0.24929
CIF01009522,Customer_9523,Sitota Saving Deposit,Cross-Sell Ready,High-CLV,Critical Risk,2,Special Saving Account,0.10285
CIF01009522,Customer_9523,Sitota Saving Deposit,Cross-Sell Ready,High-CLV,Critical Risk,3,Blatena Saving Account,0.07697
CIF01009523,Customer_9524,Ordinary Saving Account,Dormant Risk,High-CLV,Critical Risk,1,Special Saving Account,0.1016
CIF01009523,Customer_9524,Ordinary Saving Account,Dormant Risk,High-CLV,Critical Risk,2,Blatena Saving Account,0.08082
CIF01009523,Customer_9524,Ordinary Saving Account,Dormant Risk,High-CLV,Critical Risk,3,Werazut Saving Account,0.07216
CIF01009524,Customer_9525,Agape Saving Account,Dormant Risk,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.24975
CIF01009524,Customer_9525,Agape Saving Account,Dormant Risk,Top-CLV,Critical Risk,2,Special Saving Account,0.09644
CIF01009524,Customer_9525,Agape Saving Account,Dormant Risk,Top-CLV,Critical Risk,3,Blatena Saving Account,0.08046
CIF01009525,Customer_9526,Ahadu Bereket Saving Account,Mid-Value Growth,Mid-CLV,Low Risk,1,Ordinary Saving Account,0.25506
CIF01009525,Customer_9526,Ahadu Bereket Saving Account,Mid-Value Growth,Mid-CLV,Low Risk,2,Special Saving Account,0.10274
CIF01009525,Customer_9526,Ahadu Bereket Saving Account,Mid-Value Growth,Mid-CLV,Low Risk,3,Blatena Saving Account,0.07623
CIF01009526,Customer_9527,Dekemezmur Saving Account,Dormant Risk,High-CLV,Critical Risk,1,Ordinary Saving Account,0.24052
CIF01009526,Customer_9527,Dekemezmur Saving Account,Dormant Risk,High-CLV,Critical Risk,2,Special Saving Account,0.097
CIF01009526,Customer_9527,Dekemezmur Saving Account,Dormant Risk,High-CLV,Critical Risk,3,Blatena Saving Account,0.08032
CIF01009527,Customer_9528,Couples Saving Deposit,Dormant Risk,Mid-CLV,Critical Risk,1,Ordinary Saving Account,0.24332
CIF01009527,Customer_9528,Couples Saving Deposit,Dormant Risk,Mid-CLV,Critical Risk,2,Special Saving Account,0.09756
CIF01009527,Customer_9528,Couples Saving Deposit,Dormant Risk,Mid-CLV,Critical Risk,3,Blatena Saving Account,0.07808
CIF01009528,Customer_9529,Special Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,1,Ordinary Saving Account,0.25321
CIF01009528,Customer_9529,Special Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,2,Blatena Saving Account,0.07739
CIF01009528,Customer_9529,Special Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,3,Werazut Saving Account,0.07009
CIF01009529,Customer_9530,Werazut Saving Account,Low Engagement,Low-CLV,Low Risk,1,Ordinary Saving Account,0.23867
CIF01009529,Customer_9530,Werazut Saving Account,Low Engagement,Low-CLV,Low Risk,2,Special Saving Account,0.10761
CIF01009529,Customer_9530,Werazut Saving Account,Low Engagement,Low-CLV,Low Risk,3,Blatena Saving Account,0.07345
CIF01009530,Customer_9531,Ordinary Saving Account,Low Engagement,Low-CLV,Critical Risk,1,Special Saving Account,0.10301
CIF01009530,Customer_9531,Ordinary Saving Account,Low Engagement,Low-CLV,Critical Risk,2,Blatena Saving Account,0.07295
CIF01009530,Customer_9531,Ordinary Saving Account,Low Engagement,Low-CLV,Critical Risk,3,Werazut Saving Account,0.07176
CIF01009531,Customer_9532,Tirufat Savings Account,Cross-Sell Ready,High-CLV,Critical Risk,1,Ordinary Saving Account,0.2453
CIF01009531,Customer_9532,Tirufat Savings Account,Cross-Sell Ready,High-CLV,Critical Risk,2,Special Saving Account,0.10745
CIF01009531,Customer_9532,Tirufat Savings Account,Cross-Sell Ready,High-CLV,Critical Risk,3,Blatena Saving Account,0.07747
CIF01009532,Customer_9533,Asrat Bekurat Saving Account,Dormant Risk,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.2305
CIF01009532,Customer_9533,Asrat Bekurat Saving Account,Dormant Risk,Low-CLV,Critical Risk,2,Special Saving Account,0.09978
CIF01009532,Customer_9533,Asrat Bekurat Saving Account,Dormant Risk,Low-CLV,Critical Risk,3,Blatena Saving Account,0.07858
CIF01009533,Customer_9534,Ordinary Saving Account,Cross-Sell Ready,Top-CLV,Critical Risk,1,Special Saving Account,0.1023
CIF01009533,Customer_9534,Ordinary Saving Account,Cross-Sell Ready,Top-CLV,Critical Risk,2,Blatena Saving Account,0.07711
CIF01009533,Customer_9534,Ordinary Saving Account,Cross-Sell Ready,Top-CLV,Critical Risk,3,Werazut Saving Account,0.06701
CIF01009534,Customer_9535,Werazut Saving Account,Mid-Value Growth,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.24624
CIF01009534,Customer_9535,Werazut Saving Account,Mid-Value Growth,Low-CLV,Critical Risk,2,Special Saving Account,0.10036
CIF01009534,Customer_9535,Werazut Saving Account,Mid-Value Growth,Low-CLV,Critical Risk,3,Blatena Saving Account,0.07623
CIF01009535,Customer_9536,Ordinary Saving Account,Mid-Value Growth,Low-CLV,Critical Risk,1,Special Saving Account,0.10036
CIF01009535,Customer_9536,Ordinary Saving Account,Mid-Value Growth,Low-CLV,Critical Risk,2,Blatena Saving Account,0.07623
CIF01009535,Customer_9536,Ordinary Saving Account,Mid-Value Growth,Low-CLV,Critical Risk,3,Werazut Saving Account,0.06984
CIF01009536,Customer_9537,Abew Saving Account,Low Engagement,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.24267
CIF01009536,Customer_9537,Abew Saving Account,Low Engagement,Low-CLV,Critical Risk,2,Special Saving Account,0.10301
CIF01009536,Customer_9537,Abew Saving Account,Low Engagement,Low-CLV,Critical Risk,3,Blatena Saving Account,0.07295
CIF01009537,Customer_9538,Special Saving Account,Dormant Risk,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.2305
CIF01009537,Customer_9538,Special Saving Account,Dormant Risk,Low-CLV,Critical Risk,2,Blatena Saving Account,0.07858
CIF01009537,Customer_9538,Special Saving Account,Dormant Risk,Low-CLV,Critical Risk,3,Werazut Saving Account,0.0709
CIF01009538,Customer_9539,Prime Customer Deposit Account,Dormant Risk,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.23473
CIF01009538,Customer_9539,Prime Customer Deposit Account,Dormant Risk,Low-CLV,Critical Risk,2,Special Saving Account,0.09558
CIF01009538,Customer_9539,Prime Customer Deposit Account,Dormant Risk,Low-CLV,Critical Risk,3,Blatena Saving Account,0.08029
CIF01009539,Customer_9540,Ordinary Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,1,Special Saving Account,0.10537
CIF01009539,Customer_9540,Ordinary Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,2,Blatena Saving Account,0.07827
CIF01009539,Customer_9540,Ordinary Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,3,Werazut Saving Account,0.0675
CIF01009540,Customer_9541,Ordinary Saving Account,Champions,High-CLV,Critical Risk,1,Special Saving Account,0.10852
CIF01009540,Customer_9541,Ordinary Saving Account,Champions,High-CLV,Critical Risk,2,Blatena Saving Account,0.07849
CIF01009540,Customer_9541,Ordinary Saving Account,Champions,High-CLV,Critical Risk,3,Werazut Saving Account,0.06918
CIF01009541,Customer_9542,Ordinary Saving Account,Mid-Value Growth,Low-CLV,Critical Risk,1,Special Saving Account,0.09994
CIF01009541,Customer_9542,Ordinary Saving Account,Mid-Value Growth,Low-CLV,Critical Risk,2,Blatena Saving Account,0.07581
CIF01009541,Customer_9542,Ordinary Saving Account,Mid-Value Growth,Low-CLV,Critical Risk,3,Werazut Saving Account,0.06811
CIF01009542,Customer_9543,Couples Saving Deposit,Mid-Value Growth,High-CLV,Critical Risk,1,Ordinary Saving Account,0.24435
CIF01009542,Customer_9543,Couples Saving Deposit,Mid-Value Growth,High-CLV,Critical Risk,2,Special Saving Account,0.10635
CIF01009542,Customer_9543,Couples Saving Deposit,Mid-Value Growth,High-CLV,Critical Risk,3,Blatena Saving Account,0.07855
