CIF,Account Name,Region,Product Type,End Balance,Days_Since_Last_Txn,CLV_Predicted,Churn_Probability
CIF01000784,Customer_785,Addis Ababa,Ordinary Saving Account,12077.3,976,30942.863,0.9999999562490302
CIF01007968,Customer_7969,Addis Ababa,Ordinary Saving Account,4887.72,4206,30918.723,0.9999999834967266
CIF01009109,Customer_9110,Oromia,Ordinary Saving Account,11169.29,1016,30905.5,0.9999996747895613
CIF01002951,Customer_2952,Amhara,Tirufat Savings Account,7874.72,1505,30897.7,0.9999999917376797
CIF01009035,Customer_9036,Oromia,Ordinary Saving Account,146.21,687,30893.336,0.9999998048557234
CIF01000098,Customer_99,SNNPR,Abew Saving Account,1361.86,3685,30876.566,0.9999999506545199
CIF01000143,Customer_144,Oromia,Ordinary Saving Account,11519.65,381,30871.969,0.9999918162003796
CIF01004924,Customer_4925,Oromia,Abew Saving Account,10950.45,3339,30868.758,0.9999999801702888
CIF01004195,Customer_4196,Oromia,Ahati Saving Account,11213.13,799,30862.318,0.9999998826179783
CIF01000714,Customer_715,Addis Ababa,Hiruyan Saving Account,11935.19,855,30854.422,0.9999997650068823
CIF01001958,Customer_1959,Addis Ababa,Ordinary Saving Account,2858.72,5614,30853.887,0.9999999773871523
CIF01000937,Customer_938,Addis Ababa,Ordinary Saving Account,6791.71,1024,30829.521,0.9999999613802409
CIF01009530,Customer_9531,Amhara,Ordinary Saving Account,4635.6,1203,30824.746,0.9999999872051338
CIF01006500,Customer_6501,Addis Ababa,Special Saving Account,6318.72,790,30821.615,0.999999971748243
CIF01003573,Customer_3574,Addis Ababa,Werazut Saving Account,782.75,595,30819.559,0.9999998764815122
CIF01003598,Customer_3599,Addis Ababa,Abew Saving Account,18252.23,2748,30815.938,0.9999999055421016
CIF01006211,Customer_6212,Tigray,Abew Saving Account,1605.06,1445,30796.723,0.9999998984892914
CIF01003506,Customer_3507,Oromia,Equb Saving Account,10345.1,509,30795.578,0.9999998234760467
CIF01003289,Customer_3290,SNNPR,Ordinary Saving Account,7387.71,556,30790.955,0.9999991964837162
CIF01003298,Customer_3299,Addis Ababa,Asrat Bekurat Saving Account,1787.6,809,30768.217,0.9999999600433604
CIF01002271,Customer_2272,Addis Ababa,Werazut Saving Account,9129.12,4114,30760.79,0.9999999530076182
CIF01007961,Customer_7962,Oromia,Blatena Saving Account,19453.04,1484,30753.664,0.9999999631360743
CIF01000276,Customer_277,Amhara,Special Saving Account,2809.15,2366,30752.146,0.9999999726901475
CIF01003331,Customer_3332,Amhara,Werazut Saving Account,10170.03,3337,30750.402,0.9999999821522986
CIF01002647,Customer_2648,Tigray,Hiruyan Saving Account,6729.39,2660,30738.648,0.999999871846583
CIF01006889,Customer_6890,Amhara,Tirufat Savings Account,3187.04,539,30736.275,0.999999955056285
CIF01009919,Customer_9920,Addis Ababa,Special Saving Account,111.32,1594,30731.402,0.9999999620800543
CIF01008110,Customer_8111,Amhara,Ordinary Saving Account,5261.62,2265,30725.176,0.9999999768676452
CIF01006717,Customer_6718,Addis Ababa,Prime Customer Deposit Account,14646.35,1083,30720.932,0.9999999499301934
CIF01008452,Customer_8453,SNNPR,Equb Saving Account,12904.91,947,30719.79,0.9999999003154234
CIF01009103,Customer_9104,Somali,Sitota Saving Deposit,5506.69,4207,30714.352,0.9999999276377355
CIF01009105,Customer_9106,Oromia,Special Saving Account,3882.71,3196,30696.781,0.9999999532858841
CIF01002937,Customer_2938,Amhara,Werazut Saving Account,21270.13,2853,30695.885,0.9999999035849454
CIF01007471,Customer_7472,Addis Ababa,Ordinary Saving Account,10939.86,1518,30681.25,0.9999997643423846
CIF01007352,Customer_7353,Addis Ababa,Special Saving Account,9710.48,2091,30680.873,0.9999998191924329
CIF01009192,Customer_9193,SNNPR,Ordinary Saving Account,5060.07,2386,30676.143,0.9999999556425825
CIF01005087,Customer_5088,Afar,Ordinary Saving Account,914.79,375,30671.125,0.9999997386163099
CIF01007970,Customer_7971,Amhara,Dekemezmur Saving Account,12804.85,1818,30669.746,0.9999999642688046
CIF01000446,Customer_447,Tigray,Ahati Saving Account,6037.43,4248,30666.02,0.99999988600118
CIF01008301,Customer_8302,Oromia,Blatena Saving Account,782.3,827,30665.576,0.9999999647050758
CIF01002442,Customer_2443,Oromia,Werazut Saving Account,3427.87,5009,30661.62,0.9999999847299788
CIF01001849,Customer_1850,Oromia,Prime Customer Deposit Account,4885.37,531,30655.44,0.9999999815265824
CIF01002923,Customer_2924,Addis Ababa,Prime Customer Deposit Account,522.75,502,30655.229,0.9999998211845693
CIF01003966,Customer_3967,Amhara,Special Saving Account,1474.11,879,30651.865,0.9999999753635466
CIF01004511,Customer_4512,Oromia,Hiruyan Saving Account,493.34,4065,30647.715,0.99999996736
CIF01009136,Customer_9137,Oromia,Ahadu Bereket Saving Account,1822.94,4490,30634.557,0.9999999895884334
CIF01005571,Customer_5572,Oromia,Dekemezmur Saving Account,7669.16,2337,30621.748,0.9999999419863992
CIF01001975,Customer_1976,Addis Ababa,Tirufat Savings Account,3145.95,872,30620.873,0.9999999754622203
CIF01004754,Customer_4755,SNNPR,Ordinary Saving Account,4477.8,1052,30610.07,0.9999998778339247
CIF01004425,Customer_4426,Oromia,Dekemezmur Saving Account,8282.61,1550,30606.016,0.9999999672082629
CIF01003387,Customer_3388,Addis Ababa,Ordinary Saving Account,9266.46,1057,30604.35,0.999999811534332
CIF01005700,Customer_5701,Addis Ababa,Ordinary Saving Account,2907.05,1216,30599.162,0.9999999723890315
CIF01005200,Customer_5201,Addis Ababa,Equb Saving Account,7466.56,1401,30598.904,0.9999999394205857
CIF01008520,Customer_8521,Oromia,Ordinary Saving Account,6758.04,1367,30585.953,0.9999998420514308
CIF01005751,Customer_5752,Sidama,Ahati Saving Account,10804.26,778,30584.787,0.9999999163400023
CIF01005650,Customer_5651,Tigray,Werazut Saving Account,6441.22,1022,30584.76,0.9999999116053238
CIF01006841,Customer_6842,Addis Ababa,Special Saving Account,2409.23,490,30567.537,0.9999998788184303
CIF01002978,Customer_2979,Amhara,Ordinary Saving Account,762.39,2269,30566.574,0.9999999679787602
CIF01008675,Customer_8676,SNNPR,Tirufat Savings Account,2378.03,806,30566.062,0.9999999162369076
CIF01001693,Customer_1694,Sidama,Hiruyan Saving Account,5913.91,1647,30565.498,0.9999999040386868
CIF01004976,Customer_4977,Afar,Hiruyan Saving Account,5804.2,4444,30563.832,0.9999999898620681
CIF01008460,Customer_8461,Benishangul-Gumuz,Blatena Saving Account,4811.98,4075,30559.227,0.9999999812907169
CIF01008180,Customer_8181,Oromia,Special Saving Account,12033.38,1171,30551.96,0.9999999692650804
CIF01005505,Customer_5506,Addis Ababa,Ordinary Saving Account,11372.01,467,30549.65,0.9999927986572775
CIF01001318,Customer_1319,Oromia,Special Saving Account,4708.33,3893,30526.01,0.9999999839005742
CIF01008739,Customer_8740,Harari,Ordinary Saving Account,5167.04,910,30521.01,0.9999999138812324
CIF01007981,Customer_7982,Somali,Special Saving Account,1648.01,742,30512.787,0.9999993292170241
CIF01006389,Customer_6390,Tigray,Abew Saving Account,3960.4,2585,30503.25,0.9999999539576249
CIF01007523,Customer_7524,Tigray,Ordinary Saving Account,6033.76,517,30498.766,0.9999993392130339
CIF01009283,Customer_9284,Addis Ababa,Dekemezmur Saving Account,2918.08,3082,30493.324,0.999999925911495
CIF01003100,Customer_3101,Tigray,Ordinary Saving Account,12761.24,1017,30488.18,0.9999998537752611
CIF01004831,Customer_4832,Addis Ababa,Ahati Saving Account,2788.51,2762,30483.592,0.9999999605137984
CIF01002687,Customer_2688,SNNPR,Ordinary Saving Account,12539.49,495,30477.885,0.9999940702129901
CIF01007245,Customer_7246,Amhara,Abew Saving Account,6762.18,1443,30476.398,0.9999999862156896
CIF01006592,Customer_6593,Addis Ababa,Hiruyan Saving Account,13173.11,3693,30471.516,0.9999999595496342
CIF01008245,Customer_8246,Addis Ababa,Ordinary Saving Account,3333.59,1401,30453.064,0.9999999480497472
CIF01006484,Customer_6485,Tigray,Couples Saving Deposit,2116.61,2226,30441.016,0.9999999452184843
CIF01003774,Customer_3775,Addis Ababa,Couples Saving Deposit,12481.26,430,30439.867,0.9999975935414146
CIF01006315,Customer_6316,Addis Ababa,Equb Saving Account,2506.65,2187,30429.732,0.9999999786606624
CIF01002093,Customer_2094,Amhara,Special Saving Account,1076.43,1479,30423.805,0.999999989065039
CIF01002657,Customer_2658,Addis Ababa,Couples Saving Deposit,12869.34,2352,30419.07,0.9999999704448572
CIF01007128,Customer_7129,Addis Ababa,Ordinary Saving Account,2764.97,617,30408.846,0.9999999538002055
CIF01001546,Customer_1547,Addis Ababa,Dekemezmur Saving Account,8575.6,3929,30401.176,0.9999999797376413
CIF01008472,Customer_8473,SNNPR,Dekemezmur Saving Account,7278.39,1711,30396.94,0.9999999099065379
CIF01009055,Customer_9056,Addis Ababa,Special Saving Account,9979.13,3625,30380.807,0.9999998112713949
CIF01000116,Customer_117,SNNPR,Abew Saving Account,11267.64,1592,30379.848,0.9999998923544973
CIF01006008,Customer_6009,Dire Dawa,Abew Saving Account,13729.88,1861,30378.234,0.9999996891355429
CIF01001200,Customer_1201,Benishangul-Gumuz,Blatena Saving Account,1038.13,5220,30359.482,0.9999999188515573
CIF01007867,Customer_7868,SNNPR,Werazut Saving Account,9779.72,2105,30357.174,0.9999997158256181
CIF01006383,Customer_6384,Amhara,Asrat Bekurat Saving Account,4734.09,4530,30355.11,0.9999999572520113
CIF01001020,Customer_1021,Afar,Abew Saving Account,12445.24,2193,30348.55,0.9999998256036131
CIF01000248,Customer_249,Tigray,Ordinary Saving Account,6526.18,1043,30348.146,0.9999999359654786
CIF01006817,Customer_6818,Addis Ababa,Ordinary Saving Account,12648.95,817,30343.82,0.9999992947822522
CIF01009049,Customer_9050,Amhara,Special Saving Account,8293.73,2430,30336.752,0.9999999921295347
CIF01002167,Customer_2168,Addis Ababa,Ahadu Bereket Saving Account,4976.15,876,30335.648,0.9999999930155845
CIF01000461,Customer_462,Addis Ababa,Equb Saving Account,8647.12,1081,30320.578,0.999999956131281
CIF01006858,Customer_6859,Sidama,Werazut Saving Account,5984.86,2240,30318.385,0.9999999529332526
CIF01003782,Customer_3783,Amhara,Special Saving Account,13949.03,1876,30311.312,0.9999997953878327
CIF01007110,Customer_7111,Addis Ababa,Special Saving Account,6836.98,670,30300.217,0.9999999387673395
CIF01008864,Customer_8865,Oromia,Ahadu Bereket Saving Account,7534.87,2522,30288.596,0.999999989292696
CIF01009064,Customer_9065,Amhara,Ordinary Saving Account,2085.98,1773,30286.168,0.9999999917185421
CIF01007452,Customer_7453,Sidama,Dekemezmur Saving Account,4987.24,736,30284.14,0.9999996528340844
CIF01006636,Customer_6637,Sidama,Ahadu Bereket Saving Account,8282.16,616,30277.717,0.9999984152801658
CIF01002249,Customer_2250,Addis Ababa,Dekemezmur Saving Account,4897.96,4046,30277.07,0.9999999879315252
CIF01002996,Customer_2997,Sidama,Janderebaw Saving Account,6192.94,2982,30271.572,0.999999921591341
CIF01002940,Customer_2941,Addis Ababa,Prime Customer Deposit Account,3063.53,3887,30266.21,0.9999999785291331
CIF01003556,Customer_3557,Oromia,Ahati Saving Account,1292.81,3758,30263.547,0.9999999790234031
CIF01009066,Customer_9067,SNNPR,Abew Saving Account,9435.57,1005,30232.4,0.9999997539380051
CIF01007430,Customer_7431,Addis Ababa,Ordinary Saving Account,10171.92,849,30226.244,0.9999999457233962
CIF01003911,Customer_3912,Oromia,Prime Customer Deposit Account,9630.52,1400,30223.424,0.999999980039175
CIF01006698,Customer_6699,Amhara,Ordinary Saving Account,4175.41,2491,30220.78,0.9999999804599854
CIF01003576,Customer_3577,Addis Ababa,Blatena Saving Account,7268.48,633,30219.014,0.9999992330437644
CIF01000710,Customer_711,Gambela,Agape Saving Account,9582.29,1617,30213.564,0.9999999717341702
CIF01006436,Customer_6437,Tigray,Tirufat Savings Account,4017.04,1008,30193.596,0.999999896817483
CIF01006189,Customer_6190,Oromia,Agape Saving Account,13365.64,2851,30192.254,0.9999999673833821
CIF01002723,Customer_2724,Addis Ababa,Special Saving Account,7855.51,771,30184.834,0.9999998002823148
CIF01007146,Customer_7147,Oromia,Ordinary Saving Account,227.01,774,30183.367,0.9999999713042477
CIF01006049,Customer_6050,Oromia,Werazut Saving Account,8956.56,550,30181.375,0.9999999579709997
CIF01007043,Customer_7044,Addis Ababa,Special Saving Account,3784.94,798,30172.68,0.9999999862662918
CIF01009212,Customer_9213,SNNPR,Hiruyan Saving Account,17070.16,2259,30171.791,0.9999999222881355
CIF01001793,Customer_1794,Addis Ababa,Hiruyan Saving Account,2516.78,1874,30166.516,0.9999999863231912
CIF01003604,Customer_3605,SNNPR,Ordinary Saving Account,1754.54,4105,30158.56,0.9999999612775874
CIF01003733,Customer_3734,Addis Ababa,Ordinary Saving Account,1956.54,720,30152.45,0.9999994797111753
CIF01004083,Customer_4084,SNNPR,Tirufat Savings Account,7960.18,4248,30134.107,0.9999999010860012
CIF01007611,Customer_7612,Addis Ababa,Blatena Saving Account,3220.54,891,30130.967,0.9999999912295109
CIF01008792,Customer_8793,SNNPR,Tirufat Savings Account,302.46,783,30128.227,0.999999872461982
CIF01004950,Customer_4951,Oromia,Special Saving Account,12005.15,1442,30120.03,0.9999998821368475
CIF01001647,Customer_1648,Benishangul-Gumuz,Ordinary Saving Account,12394.83,1006,30110.002,0.9999999670621573
CIF01004043,Customer_4044,Addis Ababa,Ahadu Bereket Saving Account,3448.5,4729,30107.89,0.9999999471724731
CIF01005343,Customer_5344,Addis Ababa,Dekemezmur Saving Account,9796.07,3870,30106.768,0.9999998421532705
CIF01009059,Customer_9060,Somali,Ahati Saving Account,12550.59,399,30104.943,0.9999962386033653
CIF01009674,Customer_9675,Harari,Ordinary Saving Account,17908.07,1474,30102.502,0.9999999648109633
CIF01000413,Customer_414,Oromia,Special Saving Account,16284.02,2746,30098.1,0.9999999878949796
CIF01009961,Customer_9962,Sidama,Ordinary Saving Account,11646.41,412,30097.072,0.9999962157809392
CIF01007706,Customer_7707,SNNPR,Ordinary Saving Account,2468.02,3859,30096.764,0.9999999519150308
CIF01002050,Customer_2051,Addis Ababa,Ordinary Saving Account,6271.08,2132,30091.523,0.9999999835315008
CIF01007593,Customer_7594,Benishangul-Gumuz,Ordinary Saving Account,9505.27,761,30088.787,0.999999055869439
CIF01008086,Customer_8087,Addis Ababa,Abew Saving Account,9369.54,2951,30085.857,0.999999982458904
CIF01004534,Customer_4535,Addis Ababa,Prime Customer Deposit Account,1796.44,1398,30082.32,0.999999949638546
CIF01002341,Customer_2342,Oromia,Special Saving Account,10492.32,479,30077.186,0.9999999342302276
CIF01005292,Customer_5293,Addis Ababa,Ahadu Bereket Saving Account,576.02,1221,30071.506,0.9999999812794585
CIF01008535,Customer_8536,Amhara,Ahati Saving Account,1084.46,3760,30065.3,0.9999999188920782
CIF01005959,Customer_5960,Addis Ababa,Ahadu Bereket Saving Account,1517.64,733,30063.588,0.999999576048432
CIF01005796,Customer_5797,Oromia,Prime Customer Deposit Account,3866.02,1454,30062.008,0.9999999503028116
CIF01000684,Customer_685,Benishangul-Gumuz,Prime Customer Deposit Account,10013.55,602,30057.508,0.9999998043910966
CIF01004438,Customer_4439,Dire Dawa,Blatena Saving Account,5516.34,1678,30040.13,0.9999999757456156
CIF01008571,Customer_8572,Oromia,Special Saving Account,5183.69,1154,30030.992,0.9999999705660179
CIF01007890,Customer_7891,Addis Ababa,Werazut Saving Account,13605.65,1846,30022.361,0.9999999315800365
CIF01006120,Customer_6121,Amhara,Special Saving Account,10939.83,442,30020.715,0.9999994522189012
CIF01003858,Customer_3859,Sidama,Dekemezmur Saving Account,8479.12,1613,30009.764,0.9999999224869227
CIF01000523,Customer_524,Amhara,Ordinary Saving Account,16059.39,2649,30009.607,0.9999999911340579
CIF01003832,Customer_3833,Gambela,Blatena Saving Account,10817.43,466,29971.725,0.9999997882923577
CIF01007903,Customer_7904,Addis Ababa,Blatena Saving Account,11577.48,2261,29966.736,0.9999999378840679
CIF01003687,Customer_3688,Harari,Hiruyan Saving Account,8032.63,1153,29964.39,0.9999999639263957
CIF01002106,Customer_2107,Addis Ababa,Agape Saving Account,12223.24,1389,29962.62,0.9999999844564651
CIF01003456,Customer_3457,Oromia,Hiruyan Saving Account,4496.85,4282,29962.59,0.9999999879206872
CIF01000318,Customer_319,Addis Ababa,Ahati Saving Account,16915.68,1569,29953.436,0.9999998774441433
CIF01005577,Customer_5578,Afar,Ahati Saving Account,3805.35,1480,29945.152,0.9999999526708108
CIF01000802,Customer_803,SNNPR,Ahati Saving Account,2425.97,2628,29939.303,0.9999999474461719
CIF01002492,Customer_2493,Amhara,Ordinary Saving Account,8057.77,471,29931.686,0.9999984505849767
CIF01005725,Customer_5726,Amhara,Washera Saving Account,2386.16,5107,29930.912,0.9999999810929506
CIF01001248,Customer_1249,Amhara,Ordinary Saving Account,4204.29,2264,29929.785,0.9999999204666984
CIF01009248,Customer_9249,Gambela,Equb Saving Account,884.61,810,29922.033,0.9999999557313539
CIF01006799,Customer_6800,Addis Ababa,Abew Saving Account,1772.2,818,29897.36,0.9999999542406685
CIF01000921,Customer_922,Oromia,Werazut Saving Account,5498.17,968,29888.79,0.9999999815377411
CIF01007948,Customer_7949,Oromia,Ordinary Saving Account,6206.3,1789,29883.043,0.9999999758661057
CIF01001606,Customer_1607,Amhara,Blatena Saving Account,10062.52,2822,29856.346,0.9999998157351138
CIF01002404,Customer_2405,Addis Ababa,Tirufat Savings Account,3356.22,1825,29850.568,0.9999999715302842
CIF01009837,Customer_9838,Addis Ababa,Dekemezmur Saving Account,9900.11,2050,29823.37,0.9999999351378206
CIF01001242,Customer_1243,Addis Ababa,Special Saving Account,4301.5,1523,29821.562,0.9999999702857845
CIF01009615,Customer_9616,Addis Ababa,Werazut Saving Account,482.61,2863,29814.678,0.9999999605418757
CIF01000218,Customer_219,Addis Ababa,Werazut Saving Account,1988.58,714,29809.701,0.9999999712706528
CIF01006109,Customer_6110,Oromia,Ordinary Saving Account,513.69,4730,29809.143,0.9999999727947232
CIF01005397,Customer_5398,Oromia,Prime Customer Deposit Account,8434.2,4492,29807.322,0.9999999897557402
CIF01006091,Customer_6092,Benishangul-Gumuz,Werazut Saving Account,9597.23,1564,29804.197,0.9999999884369549
CIF01000187,Customer_188,Oromia,Abew Saving Account,678.37,734,29801.557,0.999999741133881
CIF01009116,Customer_9117,Sidama,Sitota Saving Deposit,8160.74,2273,29796.043,0.9999999574954981
CIF01006011,Customer_6012,Addis Ababa,Ordinary Saving Account,593.06,2529,29795.307,0.99999997009301
CIF01006526,Customer_6527,SNNPR,Janderebaw Saving Account,4550.27,989,29792.666,0.9999999495931783
CIF01002690,Customer_2691,Dire Dawa,Ahadu Bereket Saving Account,5095.07,1021,29778.03,0.9999999168295393
CIF01003360,Customer_3361,Harari,Special Saving Account,7991.16,758,29771.246,0.9999997022440418
CIF01003831,Customer_3832,Addis Ababa,Hiruyan Saving Account,19568.02,1511,29767.486,0.999999848529742
CIF01009800,Customer_9801,SNNPR,Agape Saving Account,9992.65,488,29751.176,0.9999978642738329
CIF01002119,Customer_2120,Amhara,Ordinary Saving Account,6644.38,489,29733.646,0.999999963849632
CIF01007560,Customer_7561,Amhara,Couples Saving Deposit,442.96,1745,29732.451,0.9999999837963838
CIF01002131,Customer_2132,Somali,Werazut Saving Account,39.36,793,29727.12,0.9999998237981762
CIF01008534,Customer_8535,Oromia,Agape Saving Account,267.19,1113,29725.713,0.9999999672596185
CIF01004704,Customer_4705,Addis Ababa,Janderebaw Saving Account,2586.57,1164,29721.418,0.9999999853625814
CIF01007973,Customer_7974,Addis Ababa,Ordinary Saving Account,5164.21,2891,29715.504,0.9999999799677168
CIF01001855,Customer_1856,Amhara,Equb Saving Account,6795.48,449,29710.248,0.9999995932971235
CIF01007337,Customer_7338,Amhara,Dekemezmur Saving Account,19533.02,1092,29709.355,0.9999998887593419
CIF01000298,Customer_299,Oromia,Ordinary Saving Account,6665.41,1424,29698.408,0.9999999779534208
CIF01008998,Customer_8999,Addis Ababa,Ahati Saving Account,15961.36,2725,29696.1,0.9999999701633242
CIF01003040,Customer_3041,Addis Ababa,Ordinary Saving Account,2038.7,629,29685.318,0.9999999403253634
CIF01001253,Customer_1254,Tigray,Ahati Saving Account,4513.69,381,29665.89,0.9999994679971679
CIF01007163,Customer_7164,Tigray,Special Saving Account,8685.77,576,29658.443,0.9999981444976626
CIF01000287,Customer_288,Somali,Ahadu Bereket Saving Account,878.46,411,29646.562,0.9999993302444552
CIF01007726,Customer_7727,Tigray,Dekemezmur Saving Account,11156.08,2923,29631.373,0.9999999167697851
CIF01003126,Customer_3127,Amhara,Werazut Saving Account,9733.35,447,29627.14,0.9999936269577456
CIF01009162,Customer_9163,Amhara,Ordinary Saving Account,900.08,3574,29620.854,0.9999999662582328
CIF01005861,Customer_5862,Oromia,Asrat Bekurat Saving Account,1583.33,1292,29618.916,0.9999999791716043
CIF01008879,Customer_8880,SNNPR,Dekemezmur Saving Account,1660.88,844,29609.246,0.9999999281122979
CIF01002626,Customer_2627,Addis Ababa,Blatena Saving Account,1448.58,398,29594.613,0.9999999054246037
CIF01009535,Customer_9536,Tigray,Ordinary Saving Account,6255.65,733,29591.666,0.9999989684262184
CIF01009234,Customer_9235,Oromia,Ordinary Saving Account,7021.91,1746,29588.604,0.9999999877166611
CIF01000641,Customer_642,Amhara,Dekemezmur Saving Account,847.54,4101,29585.773,0.9999999182814077
CIF01000269,Customer_270,Addis Ababa,Werazut Saving Account,2454.99,1195,29567.139,0.9999999487748821
CIF01006850,Customer_6851,Addis Ababa,Special Saving Account,13752.55,2710,29557.102,0.9999999767857984
CIF01004418,Customer_4419,Oromia,Abew Saving Account,6887.66,603,29546.88,0.9999999653252586
CIF01000016,Customer_17,Addis Ababa,Special Saving Account,12813.04,2812,29540.406,0.9999999688964042
CIF01001269,Customer_1270,Dire Dawa,Abew Saving Account,2600.62,3637,29539.271,0.9999999665166712
CIF01001408,Customer_1409,Somali,Special Saving Account,9625.09,1479,29520.541,0.9999999267810091
CIF01000502,Customer_503,Addis Ababa,Ordinary Saving Account,11637.34,485,29516.26,0.9999998214915012
CIF01006201,Customer_6202,Amhara,Werazut Saving Account,13697.2,1158,29504.643,0.9999999823233886
CIF01002787,Customer_2788,SNNPR,Dekemezmur Saving Account,8843.86,1198,29498.863,0.9999998171329211
CIF01007317,Customer_7318,Amhara,Special Saving Account,517.76,4650,29487.863,0.9999999518532044
CIF01005485,Customer_5486,Oromia,Janderebaw Saving Account,11285.05,447,29487.115,0.9999980598012629
CIF01007450,Customer_7451,Oromia,Ahadu Bereket Saving Account,4250.96,1719,29483.62,0.9999999849198642
CIF01008058,Customer_8059,Tigray,Blatena Saving Account,1072.83,3470,29477.654,0.9999998922213463
CIF01002142,Customer_2143,Amhara,Ahati Saving Account,2437.66,785,29475.95,0.9999999785757894
CIF01001800,Customer_1801,SNNPR,Hiruyan Saving Account,4532.82,2445,29463.252,0.9999999298487787
CIF01002078,Customer_2079,Oromia,Ahadu Bereket Saving Account,1853.34,3972,29462.164,0.9999999769056348
CIF01003554,Customer_3555,Addis Ababa,Asrat Bekurat Saving Account,8397.44,1274,29455.766,0.9999999047086867
CIF01000291,Customer_292,Oromia,Werazut Saving Account,5267.44,366,29454.576,0.9996488591468489
CIF01006115,Customer_6116,Tigray,Hiruyan Saving Account,8276.3,1263,29449.947,0.9999999396001965
CIF01009613,Customer_9614,Oromia,Ordinary Saving Account,3033.88,3008,29396.61,0.9999999667865942
CIF01004631,Customer_4632,Oromia,Blatena Saving Account,1226.56,1843,29385.486,0.9999999831026339
CIF01001412,Customer_1413,Addis Ababa,Ordinary Saving Account,2469.46,714,29384.025,0.9999999279036053
CIF01001129,Customer_1130,Oromia,Special Saving Account,4554.25,440,29383.703,0.9999996440753703
CIF01005563,Customer_5564,Addis Ababa,Ordinary Saving Account,2499.36,427,29372.22,0.999999687287228
CIF01002892,Customer_2893,Addis Ababa,Prime Customer Deposit Account,1555.39,843,29351.621,0.9999999796882708
CIF01002063,Customer_2064,Addis Ababa,Ahadu Bereket Saving Account,15061.17,931,29349.836,0.9999997854891456
CIF01008761,Customer_8762,Harari,Abew Saving Account,12467.18,2384,29346.844,0.9999997902942008
CIF01008161,Customer_8162,Oromia,Special Saving Account,4235.06,1766,29343.494,0.9999999810546597
CIF01006345,Customer_6346,Amhara,Ordinary Saving Account,10124.3,479,29336.646,0.9999993127743028
CIF01003393,Customer_3394,Amhara,Prime Customer Deposit Account,2853.73,1082,29325.824,0.999999984790102
CIF01005080,Customer_5081,Oromia,Special Saving Account,12069.08,1118,29309.855,0.9999997816284467
CIF01004340,Customer_4341,Amhara,Janderebaw Saving Account,1427.98,3894,29308.072,0.9999999845703356
CIF01004645,Customer_4646,SNNPR,Ahati Saving Account,3597.73,1520,29306.494,0.9999998873750968
CIF01003709,Customer_3710,Oromia,Agape Saving Account,6043.73,2257,29304.344,0.9999999954067313
CIF01004990,Customer_4991,Addis Ababa,Dekemezmur Saving Account,3680.54,2362,29303.98,0.9999999742819765
CIF01007350,Customer_7351,Addis Ababa,Special Saving Account,347.81,2532,29280.1,0.9999999534808263
CIF01001500,Customer_1501,Tigray,Prime Customer Deposit Account,2968.86,513,29275.213,0.999999074718135
CIF01000510,Customer_511,SNNPR,Agape Saving Account,5114.52,1026,29268.447,0.9999998966905317
CIF01007296,Customer_7297,Addis Ababa,Abew Saving Account,11048.63,2310,29245.418,0.9999999683738207
CIF01000726,Customer_727,Oromia,Janderebaw Saving Account,7080.08,1357,29242.627,0.9999999890389216
CIF01005944,Customer_5945,Oromia,Blatena Saving Account,5308.18,1707,29240.63,0.9999999926317635
CIF01008416,Customer_8417,Addis Ababa,Ordinary Saving Account,5324.4,2831,29236.71,0.9999999454718865
CIF01002651,Customer_2652,Addis Ababa,Asrat Bekurat Saving Account,6776.67,4046,29202.748,0.9999999892905559
CIF01007886,Customer_7887,Addis Ababa,Ordinary Saving Account,5271.77,426,29177.215,0.9999999810393093
CIF01000100,Customer_101,Addis Ababa,Werazut Saving Account,2929.92,1802,29171.133,0.9999999667634194
CIF01007609,Customer_7610,Amhara,Blatena Saving Account,756.26,824,29148.783,0.9999999871658515
CIF01008623,Customer_8624,Addis Ababa,Ordinary Saving Account,3454.19,4710,29147.361,0.99999995855033
CIF01000993,Customer_994,Oromia,Ahadu Bereket Saving Account,7033.87,488,29137.246,0.9999999639339927
CIF01007147,Customer_7148,Somali,Blatena Saving Account,2254.16,4499,29135.23,0.9999999328214199
CIF01001698,Customer_1699,Afar,Hiruyan Saving Account,1541.79,436,29120.488,0.9999997512596156
CIF01001770,Customer_1771,Oromia,Ordinary Saving Account,6139.08,3047,29115.037,0.999999915795539
CIF01002750,Customer_2751,Oromia,Werazut Saving Account,6758.73,1822,29102.996,0.999999971431779
CIF01002407,Customer_2408,Oromia,Agape Saving Account,1136.12,4086,29100.652,0.9999999660058465
CIF01007364,Customer_7365,Addis Ababa,Abew Saving Account,4292.84,705,29085.879,0.9999997831296179
CIF01003631,Customer_3632,Addis Ababa,Couples Saving Deposit,3483.12,5257,29083.605,0.9999999875719169
CIF01007120,Customer_7121,Oromia,Ordinary Saving Account,9471.68,2928,29074.168,0.9999999125412439
CIF01009463,Customer_9464,Gambela,Ahati Saving Account,6444.67,384,29058.127,0.9999992398110565
CIF01002519,Customer_2520,Oromia,Special Saving Account,5801.49,3111,29042.191,0.9999999519263051
CIF01008095,Customer_8096,Somali,Ordinary Saving Account,2266.08,4588,29036.137,0.9999999568439896
CIF01006997,Customer_6998,Afar,Special Saving Account,4009.79,4515,29034.508,0.9999999852113983
